# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sun Nov 13 15:10:53 CET 2022
# PARSEC isochrones, release v1.0 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 8.20000 4.1036534309 2.6082478570    4.103  2.748  4.0738  3.550    0 -2.101 -1.951 -1.589 -1.485 -1.451 -1.401 -1.281 -1.245 -1.214
0.0152 0.01508 8.20000 4.1334233284 2.6084881301    4.132  2.770  4.0668  3.503    0 -2.156 -2.021 -1.678 -1.577 -1.545 -1.498 -1.384 -1.350 -1.320
0.0152 0.01508 8.20000 4.1678538322 2.6087611022    4.166  2.800  4.0604  3.452    0 -2.229 -2.108 -1.781 -1.683 -1.653 -1.608 -1.500 -1.469 -1.440
0.0152 0.01508 8.20000 4.1771225929 2.6088337033    4.175  2.808  4.0593  3.440    0 -2.251 -2.132 -1.807 -1.711 -1.681 -1.636 -1.529 -1.498 -1.470
0.0152 0.01508 8.20000 4.1954717636 2.6089763428    4.193  2.841  4.0720  3.460    0 -2.332 -2.192 -1.829 -1.725 -1.692 -1.643 -1.524 -1.489 -1.458
0.0152 0.01508 8.20000 4.1991157532 2.6090044992    4.197  2.855  4.0813  3.483    0 -2.367 -2.209 -1.820 -1.712 -1.677 -1.624 -1.497 -1.460 -1.427
0.0152 0.01508 8.20000 4.1999998093 2.6090113217    4.198  2.862  4.0859  3.495    0 -2.384 -2.217 -1.814 -1.704 -1.668 -1.614 -1.482 -1.444 -1.410
0.0152 0.01508 8.20000 4.2007346153 2.6090169898    4.199  2.867  4.0896  3.504    0 -2.398 -2.222 -1.809 -1.698 -1.660 -1.605 -1.470 -1.431 -1.396
0.0152 0.01508 8.20000 4.2018184662 2.6090253463    4.200  2.882  4.0992  3.528    0 -2.435 -2.237 -1.798 -1.682 -1.643 -1.584 -1.441 -1.399 -1.363
0.0152 0.01508 8.20000 4.2024288177 2.6090300499    4.201  2.899  4.1085  3.549    0 -2.477 -2.255 -1.793 -1.673 -1.631 -1.569 -1.418 -1.374 -1.337
0.0152 0.01508 8.20000 4.2028350830 2.6090331799    4.201  2.917  4.1174  3.566    0 -2.523 -2.278 -1.794 -1.669 -1.626 -1.561 -1.402 -1.356 -1.317
0.0152 0.01508 8.20000 4.2030682564 2.6090349760    4.201  2.925  4.1218  3.575    0 -2.543 -2.285 -1.790 -1.664 -1.619 -1.553 -1.391 -1.344 -1.304
0.0152 0.01508 8.20000 4.2032222748 2.6090361623    4.201  2.904  4.1168  3.577    0 -2.490 -2.245 -1.763 -1.639 -1.595 -1.531 -1.373 -1.327 -1.288
0.0152 0.01508 8.20000 4.2033510208 2.6090371538    4.201  2.879  4.1081  3.567    0 -2.428 -2.206 -1.746 -1.626 -1.585 -1.522 -1.372 -1.328 -1.290
0.0152 0.01508 8.20000 4.2034664154 2.6090380424    4.202  2.865  4.0986  3.543    0 -2.392 -2.194 -1.758 -1.642 -1.603 -1.544 -1.402 -1.360 -1.324
0.0152 0.01508 8.20000 4.2036123276 2.6090391660    4.202  2.862  4.0868  3.499    0 -2.385 -2.215 -1.810 -1.700 -1.663 -1.609 -1.476 -1.438 -1.404
0.0152 0.01508 8.20000 4.2037720680 2.6090403960    4.202  2.872  4.0752  3.442    0 -2.409 -2.266 -1.892 -1.786 -1.753 -1.703 -1.581 -1.545 -1.513
0.0152 0.01508 8.20000 4.2039489746 2.6090417580    4.202  2.885  4.0634  3.382    0 -2.442 -2.323 -1.980 -1.880 -1.850 -1.805 -1.693 -1.661 -1.632
0.0152 0.01508 8.20000 4.2041387558 2.6090432190    4.202  2.895  4.0517  3.325    0 -2.468 -2.370 -2.061 -1.967 -1.940 -1.899 -1.799 -1.771 -1.743
0.0152 0.01508 8.20000 4.2043371201 2.6090447459    4.202  2.902  4.0398  3.271    0 -2.485 -2.406 -2.131 -2.044 -2.019 -1.984 -1.896 -1.871 -1.847
0.0152 0.01508 8.20000 4.2045416832 2.6090463204    4.203  2.906  4.0280  3.219    0 -2.495 -2.432 -2.194 -2.112 -2.091 -2.061 -1.985 -1.965 -1.943
0.0152 0.01508 8.20000 4.2047495842 2.6090479203    4.203  2.908  4.0161  3.170    0 -2.500 -2.451 -2.249 -2.175 -2.157 -2.132 -2.070 -2.053 -2.034
0.0152 0.01508 8.20000 4.2049579620 2.6090495238    4.203  2.909  4.0043  3.122    0 -2.502 -2.462 -2.299 -2.231 -2.218 -2.198 -2.150 -2.138 -2.122
0.0152 0.01508 8.20000 4.2051653862 2.6090511197    4.203  2.908  3.9923  3.075    0 -2.499 -2.467 -2.343 -2.283 -2.274 -2.261 -2.227 -2.219 -2.207
0.0152 0.01508 8.20000 4.2053689957 2.6090526861    4.203  2.906  3.9804  3.029    0 -2.494 -2.465 -2.380 -2.330 -2.326 -2.319 -2.301 -2.298 -2.289
0.0152 0.01508 8.20000 4.2055673599 2.6090542120    4.204  2.903  3.9684  2.985    0 -2.487 -2.456 -2.410 -2.373 -2.374 -2.375 -2.372 -2.376 -2.370
0.0152 0.01508 8.20000 4.2057590485 2.6090556863    4.204  2.899  3.9564  2.940    0 -2.477 -2.440 -2.432 -2.411 -2.419 -2.428 -2.442 -2.451 -2.449
0.0152 0.01508 8.20000 4.2059440613 2.6090571092    4.204  2.894  3.9444  2.897    0 -2.466 -2.415 -2.446 -2.442 -2.459 -2.478 -2.510 -2.526 -2.527
0.0152 0.01508 8.20000 4.2061200142 2.6090584623    4.204  2.889  3.9323  2.854    0 -2.453 -2.381 -2.450 -2.466 -2.494 -2.524 -2.575 -2.599 -2.604
0.0152 0.01508 8.20000 4.2062883377 2.6090597566    4.204  2.883  3.9201  2.811    0 -2.438 -2.337 -2.441 -2.482 -2.524 -2.566 -2.637 -2.671 -2.679
0.0152 0.01508 8.20000 4.2064471245 2.6090609774    4.205  2.877  3.9080  2.769    0 -2.422 -2.287 -2.418 -2.488 -2.546 -2.604 -2.697 -2.742 -2.754
0.0152 0.01508 8.20000 4.2065973282 2.6090621321    4.205  2.870  3.8958  2.727    0 -2.405 -2.232 -2.384 -2.485 -2.563 -2.639 -2.753 -2.814 -2.828
0.0152 0.01508 8.20000 4.2067399025 2.6090632282    4.205  2.863  3.8836  2.685    0 -2.387 -2.173 -2.338 -2.476 -2.576 -2.671 -2.809 -2.885 -2.902
0.0152 0.01508 8.20000 4.2068738937 2.6090642581    4.205  2.855  3.8714  2.644    0 -2.368 -2.112 -2.280 -2.461 -2.585 -2.701 -2.863 -2.957 -2.976
0.0152 0.01508 8.20000 4.2070002556 2.6090652293    4.205  2.847  3.8591  2.603    0 -2.347 -2.047 -2.212 -2.440 -2.591 -2.729 -2.915 -3.029 -3.050
0.0152 0.01508 8.20000 4.2071194649 2.6090661455    4.205  2.838  3.8469  2.563    0 -2.326 -1.977 -2.139 -2.414 -2.592 -2.752 -2.965 -3.100 -3.123
0.0152 0.01508 8.20000 4.2072319984 2.6090670104    4.205  2.830  3.8346  2.523    0 -2.304 -1.903 -2.061 -2.383 -2.588 -2.772 -3.012 -3.169 -3.195
0.0152 0.01508 8.20000 4.2073383331 2.6090678275    4.205  2.821  3.8224  2.483    0 -2.282 -1.821 -1.979 -2.348 -2.581 -2.788 -3.055 -3.237 -3.265
0.0152 0.01508 8.20000 4.2074389458 2.6090686006    4.206  2.811  3.8101  2.443    0 -2.258 -1.729 -1.892 -2.309 -2.569 -2.800 -3.096 -3.304 -3.334
0.0152 0.01508 8.20000 4.2075343132 2.6090693334    4.206  2.802  3.7979  2.404    0 -2.234 -1.625 -1.798 -2.268 -2.555 -2.809 -3.135 -3.369 -3.402
0.0152 0.01508 8.20000 4.2076239586 2.6090700222    4.206  2.792  3.7857  2.365    0 -2.209 -1.506 -1.698 -2.223 -2.537 -2.814 -3.171 -3.432 -3.468
0.0152 0.01508 8.20000 4.2077097893 2.6090706817    4.206  2.782  3.7736  2.327    0 -2.184 -1.370 -1.592 -2.175 -2.516 -2.815 -3.203 -3.493 -3.532
0.0152 0.01508 8.20000 4.2077913284 2.6090713081    4.206  2.771  3.7619  2.290    0 -2.158 -1.220 -1.483 -2.125 -2.492 -2.812 -3.232 -3.549 -3.591
0.0152 0.01508 8.20000 4.2078695297 2.6090719089    4.206  2.761  3.7511  2.258    0 -2.131 -1.065 -1.375 -2.073 -2.465 -2.803 -3.254 -3.597 -3.641
0.0152 0.01508 8.20000 4.2079496384 2.6090725243    4.206  2.749  3.7409  2.229    0 -2.102 -0.902 -1.264 -2.017 -2.432 -2.788 -3.268 -3.637 -3.684
0.0152 0.01508 8.20000 4.2080359459 2.6090731873    4.206  2.735  3.7317  2.206    0 -2.067 -0.733 -1.152 -1.956 -2.392 -2.765 -3.272 -3.665 -3.714
0.0152 0.01508 8.20000 4.2081327438 2.6090739308    4.206  2.718  3.7233  2.189    0 -2.025 -0.565 -1.038 -1.888 -2.343 -2.731 -3.265 -3.679 -3.730
0.0152 0.01508 8.20000 4.2082734108 2.6090750112    4.206  2.692  3.7134  2.176    0 -1.960 -0.338 -0.884 -1.787 -2.265 -2.671 -3.237 -3.679 -3.732
0.0152 0.01508 8.20000 4.2084031105 2.6090760074    4.206  2.668  3.7055  2.168    0 -1.899 -0.144 -0.750 -1.696 -2.193 -2.612 -3.204 -3.669 -3.725
0.0152 0.01508 8.20000 4.2085471153 2.6090771133    4.207  2.645  3.6974  2.158    0 -1.842 0.054 -0.617 -1.607 -2.123 -2.557 -3.177 -3.665 -3.724
0.0152 0.01508 8.20000 4.2087025642 2.6090783070    4.207  2.632  3.6890  2.138    0 -1.810 0.235 -0.503 -1.536 -2.072 -2.521 -3.172 -3.684 -3.748
0.0152 0.01508 8.20000 4.2087574005 2.6090787280    4.207  2.628  3.6861  2.130    0 -1.799 0.298 -0.464 -1.512 -2.055 -2.509 -3.171 -3.692 -3.757
0.0152 0.01508 8.20000 4.2089276314 2.6090800351    4.207  2.650  3.6772  2.073    0 -1.854 0.409 -0.428 -1.520 -2.086 -2.558 -3.253 -3.799 -3.871
0.0152 0.01508 8.20000 4.2090797424 2.6090812029    4.207  2.686  3.6696  2.006    0 -1.946 0.463 -0.439 -1.570 -2.156 -2.643 -3.367 -3.935 -4.013
0.0152 0.01508 8.20000 4.2092084885 2.6090821913    4.207  2.727  3.6637  1.942    0 -2.047 0.485 -0.474 -1.635 -2.237 -2.737 -3.485 -4.069 -4.153
0.0152 0.01508 8.20000 4.2093276978 2.6090831064    4.207  2.763  3.6592  1.888    0 -2.138 0.493 -0.512 -1.697 -2.312 -2.822 -3.588 -4.183 -4.272
0.0152 0.01508 8.20000 4.2094597816 2.6090841202    4.208  2.795  3.6555  1.841    0 -2.218 0.494 -0.549 -1.754 -2.380 -2.898 -3.679 -4.283 -4.376
0.0152 0.01508 8.20000 4.2096629143 2.6090856793    4.208  2.834  3.6512  1.785    0 -2.314 0.501 -0.591 -1.818 -2.459 -2.986 -3.786 -4.401 -4.499
0.0152 0.01508 8.20000 4.2097067833 2.6090860160    4.208  2.841  3.6504  1.774    0 -2.333 0.503 -0.598 -1.831 -2.474 -3.004 -3.807 -4.425 -4.523
0.0152 0.01508 8.20000 4.2099452019 2.6090878456    4.208  2.872  3.6470  1.730    0 -2.410 0.512 -0.630 -1.881 -2.536 -3.074 -3.892 -4.519 -4.621
0.0152 0.01508 8.20000 4.2099928856 2.6090882115    4.208  2.878  3.6463  1.721    0 -2.425 0.514 -0.636 -1.891 -2.548 -3.089 -3.909 -4.537 -4.641
0.0152 0.01508 8.20000 4.2102823257 2.6090904323    4.208  2.911  3.6429  1.675    0 -2.508 0.519 -0.673 -1.947 -2.616 -3.165 -3.999 -4.637 -4.745
0.0152 0.01508 8.20000 4.2106127739 2.6090929673    4.209  2.948  3.6392  1.623    0 -2.601 0.525 -0.715 -2.010 -2.692 -3.251 -4.102 -4.749 -4.861
0.0152 0.01508 8.20000 4.2109851837 2.6090958236    4.209  2.990  3.6353  1.566    0 -2.705 0.530 -0.762 -2.079 -2.776 -3.347 -4.215 -4.871 -4.990
0.0152 0.01508 8.20000 4.2113571167 2.6090986758    4.209  3.031  3.6317  1.510    0 -2.809 0.532 -0.811 -2.151 -2.862 -3.444 -4.328 -4.992 -5.116
0.0152 0.01508 8.20000 4.2117285728 2.6091015236    4.210  3.073  3.6281  1.454    0 -2.912 0.539 -0.859 -2.222 -2.947 -3.540 -4.440 -5.113 -5.243
0.0152 0.01508 8.20000 4.2121005058 2.6091043746    4.210  3.114  3.6246  1.398    0 -3.016 0.546 -0.907 -2.293 -3.032 -3.637 -4.552 -5.234 -5.369
0.0152 0.01508 8.20000 4.2124719620 2.6091072213    4.211  3.156  3.6213  1.343    0 -3.121 0.550 -0.955 -2.363 -3.116 -3.734 -4.665 -5.354 -5.494
0.0152 0.01508 8.20000 4.2128438950 2.6091100711    4.211  3.197  3.6180  1.290    0 -3.222 0.558 -1.000 -2.429 -3.197 -3.826 -4.773 -5.470 -5.616
0.0152 0.01508 8.20000 4.2132515907 2.6091131943    4.211  3.225  3.6156  1.252    0 -3.294 0.565 -1.031 -2.476 -3.254 -3.893 -4.850 -5.553 -5.703
0.0152 0.01508 8.20000 4.2142443657 2.6091207966    4.212  3.259  3.6129  1.207    0 -3.377 0.574 -1.067 -2.531 -3.320 -3.970 -4.940 -5.649 -5.803
0.0152 0.01508 8.20000 4.2190208435 2.6091573154    4.217  3.221  3.6166  1.260    0 -3.284 0.547 -1.037 -2.476 -3.250 -3.885 -4.838 -5.538 -5.687
0.0152 0.01508 8.20000 4.2222480774 2.6091819356    4.220  3.186  3.6199  1.310    0 -3.194 0.528 -1.004 -2.421 -3.181 -3.804 -4.741 -5.433 -5.576
0.0152 0.01508 8.20000 4.2245559692 2.6091995157    4.223  3.152  3.6230  1.356    0 -3.109 0.513 -0.971 -2.369 -3.116 -3.726 -4.650 -5.334 -5.472
0.0152 0.01508 8.20000 4.2266960144 2.6092157975    4.225  3.113  3.6266  1.409    0 -3.012 0.498 -0.932 -2.308 -3.040 -3.637 -4.545 -5.220 -5.353
0.0152 0.01508 8.20000 4.2284021378 2.6092287644    4.226  3.078  3.6297  1.457    0 -2.925 0.487 -0.894 -2.250 -2.969 -3.557 -4.450 -5.118 -5.246
0.0152 0.01508 8.20000 4.2302832603 2.6092430474    4.228  3.038  3.6334  1.511    0 -2.826 0.475 -0.851 -2.184 -2.888 -3.465 -4.342 -5.002 -5.123
0.0152 0.01508 8.20000 4.2319960594 2.6092560396    4.230  3.003  3.6367  1.560    0 -2.737 0.470 -0.811 -2.124 -2.816 -3.383 -4.245 -4.897 -5.014
0.0152 0.01508 8.20000 4.2338581085 2.6092701503    4.232  2.966  3.6401  1.611    0 -2.646 0.464 -0.771 -2.063 -2.742 -3.298 -4.145 -4.789 -4.901
0.0152 0.01508 8.20000 4.2359218597 2.6092857728    4.234  2.929  3.6437  1.662    0 -2.554 0.461 -0.728 -1.999 -2.666 -3.213 -4.044 -4.679 -4.786
0.0152 0.01508 8.20000 4.2383317947 2.6093039937    4.236  2.893  3.6474  1.713    0 -2.463 0.455 -0.687 -1.938 -2.591 -3.129 -3.945 -4.570 -4.672
0.0152 0.01508 8.20000 4.2413077354 2.6093264612    4.239  2.858  3.6514  1.765    0 -2.374 0.445 -0.651 -1.879 -2.520 -3.047 -3.846 -4.461 -4.558
0.0152 0.01508 8.20000 4.2455091476 2.6093581191    4.243  2.822  3.6559  1.820    0 -2.285 0.426 -0.619 -1.824 -2.449 -2.965 -3.745 -4.348 -4.440
0.0152 0.01508 8.20000 4.2524666786 2.6094103862    4.250  2.793  3.6620  1.873    0 -2.212 0.370 -0.616 -1.790 -2.397 -2.901 -3.656 -4.243 -4.329
0.0152 0.01508 8.20000 4.2582306862 2.6094535385    4.256  2.781  3.6664  1.904    0 -2.181 0.310 -0.635 -1.787 -2.382 -2.876 -3.613 -4.188 -4.269
0.0152 0.01508 8.20000 4.2692975998 2.6095360155    4.267  2.816  3.6767  1.911    0 -2.270 0.035 -0.830 -1.935 -2.503 -2.975 -3.672 -4.217 -4.290
0.0152 0.01508 8.20000 4.2747921944 2.6095767820    4.272  2.843  3.6820  1.906    0 -2.337 -0.127 -0.953 -2.033 -2.587 -3.048 -3.724 -4.253 -4.322
0.0152 0.01508 8.20000 4.2783250809 2.6096029302    4.276  2.856  3.6845  1.903    0 -2.369 -0.202 -1.009 -2.077 -2.624 -3.081 -3.749 -4.270 -4.338
0.0152 0.01508 8.20000 4.2831864357 2.6096388298    4.281  2.871  3.6875  1.901    0 -2.407 -0.293 -1.076 -2.129 -2.669 -3.120 -3.776 -4.289 -4.354
0.0152 0.01508 8.20000 4.3182668686 2.6098951352    4.316  2.927  3.6904  1.860    0 -2.547 -0.478 -1.243 -2.283 -2.816 -3.262 -3.907 -4.411 -4.474
0.0152 0.01508 8.20000 4.3340134621 2.6100086328    4.331  2.949  3.6909  1.841    0 -2.603 -0.538 -1.303 -2.341 -2.873 -3.318 -3.962 -4.464 -4.527
0.0152 0.01508 8.20000 4.3617029190 2.6102059280    4.359  2.967  3.6840  1.799    0 -2.647 -0.450 -1.277 -2.354 -2.903 -3.360 -4.029 -4.550 -4.618
0.0152 0.01508 8.20000 4.3761301041 2.6103075887    4.373  2.963  3.6764  1.773    0 -2.637 -0.295 -1.187 -2.303 -2.871 -3.344 -4.042 -4.585 -4.659
0.0152 0.01508 8.20000 4.3856954575 2.6103745668    4.383  2.955  3.6696  1.755    0 -2.618 -0.148 -1.096 -2.245 -2.832 -3.318 -4.043 -4.606 -4.685
0.0152 0.01508 8.20000 4.3981986046 2.6104616108    4.395  2.951  3.6588  1.717    0 -2.609 0.078 -0.966 -2.167 -2.785 -3.294 -4.063 -4.656 -4.745
0.0152 0.01508 8.20000 4.4000000954 2.6104741055    4.397  2.954  3.6567  1.706    0 -2.615 0.113 -0.949 -2.160 -2.784 -3.298 -4.075 -4.673 -4.765
0.0152 0.01508 8.20000 4.4044957161 2.6105052347    4.402  2.970  3.6503  1.665    0 -2.655 0.217 -0.911 -2.154 -2.798 -3.327 -4.131 -4.747 -4.846
0.0152 0.01508 8.20000 4.4058146477 2.6105143536    4.403  2.992  3.6462  1.626    0 -2.710 0.264 -0.912 -2.176 -2.834 -3.375 -4.196 -4.823 -4.928
0.0152 0.01508 8.20000 4.4060392380 2.6105159057    4.403  3.001  3.6447  1.611    0 -2.733 0.278 -0.914 -2.186 -2.850 -3.394 -4.222 -4.853 -4.959
0.0152 0.01508 8.20000 4.4065842628 2.6105196717    4.404  3.075  3.6363  1.504    0 -2.918 0.317 -0.982 -2.302 -2.996 -3.564 -4.428 -5.079 -5.197
0.0152 0.01508 8.20000 4.4068527222 2.6105215262    4.404  3.079  3.6358  1.498    0 -2.928 0.322 -0.985 -2.308 -3.003 -3.573 -4.439 -5.092 -5.211
0.0152 0.01508 8.20000 4.4069976807 2.6105225275    4.404  3.096  3.6341  1.474    0 -2.970 0.332 -1.000 -2.333 -3.036 -3.610 -4.485 -5.141 -5.263
0.0152 0.01508 8.20000 4.4072685242 2.6105243982    4.405  3.101  3.6335  1.467    0 -2.982 0.335 -1.004 -2.341 -3.046 -3.622 -4.498 -5.156 -5.279
0.0152 0.01508 8.20000 4.4075779915 2.6105265352    4.405  3.085  3.6349  1.489    0 -2.943 0.332 -0.986 -2.314 -3.013 -3.585 -4.456 -5.110 -5.230
0.0152 0.01508 8.20000 4.4082860947 2.6105314239    4.406  3.144  3.6289  1.405    0 -3.091 0.367 -1.041 -2.407 -3.131 -3.721 -4.619 -5.287 -5.417
0.0152 0.01508 8.20000 4.4086213112 2.6105337375    4.406  3.178  3.6256  1.359    0 -3.175 0.384 -1.075 -2.462 -3.198 -3.799 -4.711 -5.387 -5.522
0.0152 0.01508 8.20000 4.4090180397 2.6105364752    4.406  3.211  3.6224  1.312    0 -3.258 0.403 -1.104 -2.511 -3.261 -3.874 -4.801 -5.485 -5.625
0.0152 0.01508 8.20000 4.4095206261 2.6105399425    4.407  3.246  3.6192  1.265    0 -3.344 0.420 -1.137 -2.564 -3.327 -3.952 -4.894 -5.586 -5.731
0.0152 0.01508 8.20000 4.4101462364 2.6105442573    4.407  3.281  3.6160  1.217    0 -3.433 0.436 -1.171 -2.619 -3.396 -4.034 -4.990 -5.690 -5.840
0.0152 0.01508 8.20000 4.4108862877 2.6105493596    4.408  3.319  3.6126  1.166    0 -3.527 0.456 -1.207 -2.677 -3.469 -4.120 -5.092 -5.800 -5.956
0.0152 0.01508 8.20000 4.4116764069 2.6105548050    4.409  3.358  3.6089  1.112    0 -3.626 0.473 -1.241 -2.733 -3.540 -4.209 -5.198 -5.917 -6.078
0.0152 0.01508 8.20000 4.4124450684 2.6105601002    4.410  3.399  3.6052  1.056    0 -3.728 0.489 -1.275 -2.789 -3.613 -4.300 -5.308 -6.037 -6.204
0.0152 0.01508 8.20000 4.4131541252 2.6105649830    4.410  3.440  3.6015  1.000    0 -3.831 0.504 -1.312 -2.847 -3.687 -4.392 -5.418 -6.157 -6.331
0.0152 0.01508 8.20000 4.4137916565 2.6105693717    4.411  3.481  3.5978  0.944    0 -3.934 0.530 -1.343 -2.902 -3.759 -4.485 -5.530 -6.278 -6.458
0.0152 0.01508 8.20000 4.4143595695 2.6105732800    4.412  3.522  3.5939  0.888    0 -4.036 0.550 -1.367 -2.945 -3.821 -4.575 -5.641 -6.400 -6.586
0.0152 0.01508 8.20000 4.4148688316 2.6105767836    4.412  3.563  3.5901  0.833    0 -4.136 0.569 -1.391 -2.988 -3.883 -4.664 -5.750 -6.519 -6.711
0.0152 0.01508 8.20000 4.4153366089 2.6105800010    4.413  3.603  3.5864  0.778    0 -4.236 0.588 -1.414 -3.031 -3.945 -4.752 -5.858 -6.638 -6.835
0.0152 0.01508 8.20000 4.4157714844 2.6105829914    4.413  3.642  3.5826  0.723    0 -4.336 0.605 -1.433 -3.067 -4.000 -4.839 -5.967 -6.756 -6.959
0.0152 0.01508 8.20000 4.4161753654 2.6105857681    4.413  3.682  3.5787  0.668    0 -4.435 0.616 -1.444 -3.091 -4.045 -4.924 -6.076 -6.875 -7.084
0.0152 0.01508 8.20000 4.4165496826 2.6105883409    4.414  3.722  3.5748  0.612    0 -4.534 0.630 -1.453 -3.112 -4.089 -5.008 -6.184 -6.993 -7.209
0.0152 0.01508 8.20000 4.4168982506 2.6105907364    4.414  3.761  3.5708  0.558    0 -4.632 0.645 -1.461 -3.134 -4.133 -5.091 -6.291 -7.110 -7.333
0.0152 0.01508 8.20000 4.4172258377 2.6105929873    4.415  3.800  3.5668  0.503    0 -4.729 0.652 -1.455 -3.132 -4.158 -5.170 -6.400 -7.228 -7.457
0.0152 0.01508 8.20000 4.4175329208 2.6105950969    4.415  3.838  3.5629  0.448    0 -4.826 0.661 -1.440 -3.120 -4.176 -5.247 -6.508 -7.344 -7.580
0.0152 0.01508 8.20000 4.4178276062 2.6105971210    4.415  3.876  3.5588  0.394    0 -4.921 0.670 -1.424 -3.107 -4.193 -5.323 -6.615 -7.459 -7.701
0.0152 0.01508 8.20000 4.4181151390 2.6105990957    4.415  3.914  3.5549  0.340    0 -5.016 0.676 -1.400 -3.083 -4.203 -5.395 -6.721 -7.573 -7.822
0.0152 0.01508 8.20000 4.4183974266 2.6106010342    4.416  3.953  3.5511  0.287    0 -5.112 0.672 -1.365 -3.038 -4.200 -5.461 -6.830 -7.688 -7.943
0.0152 0.01508 8.20000 4.4185891151 2.6106023503    4.416  3.983  3.5484  0.246    0 -5.187 0.666 -1.343 -3.010 -4.202 -5.514 -6.913 -7.776 -8.036
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 8.60000 0.1000000015 1.1711064122    0.100 -2.870  3.5014  5.265    0 11.945 17.553 15.826 14.130 12.914 11.425 10.087 9.538 9.278
0.0152 0.01508 8.60000 0.1061563566 1.2205670508    0.106 -2.803  3.5089  5.254    0 11.777 17.160 15.503 13.840 12.662 11.234 9.938 9.387 9.131
0.0152 0.01508 8.60000 0.1164446622 1.2954219209    0.116 -2.690  3.5216  5.232    0 11.494 16.526 14.973 13.365 12.245 10.914 9.684 9.130 8.881
0.0152 0.01508 8.60000 0.1200000048 1.3193154741    0.120 -2.649  3.5260  5.222    0 11.391 16.308 14.788 13.199 12.098 10.800 9.592 9.037 8.790
0.0152 0.01508 8.60000 0.1400000006 1.4384526719    0.140 -2.479  3.5413  5.180    0 10.967 15.519 14.101 12.570 11.526 10.344 9.207 8.644 8.405
0.0152 0.01508 8.60000 0.1579965055 1.5281342062    0.158 -2.363  3.5506  5.154    0 10.678 15.057 13.675 12.174 11.159 10.038 8.941 8.371 8.137
0.0152 0.01508 8.60000 0.1599999964 1.5372931554    0.160 -2.351  3.5516  5.151    0 10.646 15.008 13.629 12.131 11.120 10.004 8.912 8.341 8.108
0.0152 0.01508 8.60000 0.1659992635 1.5638507435    0.166 -2.318  3.5538  5.143    0 10.564 14.885 13.514 12.024 11.019 9.918 8.835 8.262 8.030
0.0152 0.01508 8.60000 0.2000000030 1.6938790862    0.200 -2.149  3.5652  5.101    0 10.142 14.298 12.948 11.489 10.514 9.481 8.441 7.857 7.636
0.0152 0.01508 8.60000 0.2500000000 1.8403257998    0.250 -1.966  3.5761  5.058    0 9.685 13.647 12.356 10.942 9.990 9.010 8.000 7.408 7.203
0.0152 0.01508 8.60000 0.2532820404 1.8485861219    0.253 -1.956  3.5766  5.056    0 9.660 13.610 12.324 10.913 9.962 8.984 7.975 7.383 7.179
0.0152 0.01508 8.60000 0.3101986945 1.9728983530    0.310 -1.792  3.5850  5.013    0 9.249 13.007 11.798 10.432 9.498 8.563 7.572 6.975 6.789
0.0152 0.01508 8.60000 0.3349482417 2.0180349148    0.335 -1.728  3.5879  4.995    0 9.090 12.743 11.572 10.227 9.306 8.402 7.425 6.820 6.643
0.0152 0.01508 8.60000 0.3500000238 2.0434175133    0.350 -1.697  3.5897  4.989    0 9.011 12.600 11.453 10.121 9.207 8.323 7.353 6.744 6.573
0.0152 0.01508 8.60000 0.3817615807 2.0926019929    0.382 -1.622  3.5933  4.967    0 8.826 12.284 11.183 9.878 8.981 8.135 7.181 6.562 6.403
0.0152 0.01508 8.60000 0.4000000060 2.1185024399    0.400 -1.582  3.5951  4.954    0 8.724 12.116 11.038 9.746 8.858 8.033 7.088 6.461 6.309
0.0152 0.01508 8.60000 0.4500000179 2.1822809362    0.450 -1.467  3.6013  4.915    0 8.438 11.695 10.652 9.387 8.523 7.749 6.825 6.181 6.043
0.0152 0.01508 8.60000 0.5000000000 2.2374541529    0.500 -1.348  3.6081  4.870    0 8.141 11.331 10.287 9.036 8.193 7.457 6.550 5.890 5.762
0.0152 0.01508 8.60000 0.5105295181 2.2480516704    0.511 -1.322  3.6099  4.859    0 8.074 11.246 10.202 8.955 8.118 7.391 6.489 5.826 5.699
